university_name,program_name,degree_type,program_content,degree_program_link,programUrl,rank_type,position,campus_name,url,email,phone,country,city,zipCode,address
University of Idaho,,,,https://www.uidaho.edu/academics/degree-finder#view=all,,CS,175,,,,,,,,
