university_name,university_email,university_rank,university_url,degree_program_link,university_phone,university_address,university_campus,department_url,department_name,program_url,program_type,degree_program,program_name,delivery_type,session,duration,scholarship,useful_links,program_overview,start_at,end_at,course_outline,admission_timeline,tuition_fee_per_year,application_fee,how_to_apply,general_requirement,standardized_requirement,language_requirement,degree_requirement,scholarship_requirement,scholarship_detail
University of Rhode Island,,175,https://www.uri.edu/,https://www.uri.edu/programs/,,,Narragansett Bay Campus,https://web.uri.edu/oce/,Ocean Engineering,https://web.uri.edu/oce/academics/ocean-engineering-m-s/,Masters,Graduate,M.S. in Ocean Engineering,offline,Fall/Spring/Summer,,TRUE,,https://web.uri.edu/oce/academics/ocean-engineering-m-s/,https://web.uri.edu/admission/international/#deadlines,,,https://web.uri.edu/admission/international/#deadlines,https://web.uri.edu/tuition-billing/tuition-and-fees/tuition-and-fees-full-time/,https://web.uri.edu/admission/international/,https://web.uri.edu/oce/academics/ocean-engineering-m-s/admission/,https://web.uri.edu/admission/international/,https://web.uri.edu/admission/international/,https://web.uri.edu/admission/international/,"""https://web.uri.edu/mcise/academics/graduate-programs/ph-d-in-mechanical-engineering/program-requirements/"",""https://web.uri.edu/mcise/academics/graduate-programs/ph-d-in-mechanical-engineering/admission/""",https://web.uri.edu/admission/international/,https://web.uri.edu/admission/international/
