university_name,university_email,university_rank,university_url,degree_program_link,university_phone,university_address,university_campus,department_url,department_name,program_url,program_type,degree_program,program_name,delivery_type,session,duration,scholarship,useful_links,program_overview,start_at,end_at,course_outline,admission_timeline,tuition_fee_per_year,application_fee,how_to_apply,general_requirement,standardized_requirement,language_requirement,degree_requirement,scholarship_requirement,scholarship_detail
University of Tulsa,,175,https://utulsa.edu/,https://utulsa.edu/programs/,,"800 S. Tucker Drive Tulsa, OK 74104Laramie, WY 82071",Laramie,https://utulsa.edu/academics/engineering-computer-science/,Engineering & Computer Science,https://utulsa.edu/academics/engineering-computer-science/academics/departments/chemical-engineering/chemical-engineering-grad/,Masters,Graduate,M.S.E. in Chemical Engineering,,"Fall,Spring,Summer",,TRUE,,https://bulletin.utulsa.edu/preview_program.php?catoid=52&poid=7500&returnto=2823&_gl=1*j8w2k5*_gcl_au*MjA1NzI3NjYzMC4xNzU3MjE2MTYx*_ga*MTkyMTY3MzAxLjE3NTcyMTYxNjE.*_ga_NVZ5JBRH00*czE3NTcyMTYxNjEkbzEkZzEkdDE3NTcyMTkyMTUkajYwJGwwJGg3NjI0MTI2NTA.&_ga=2.96051420.1389262365.1757216161-192167301.1757216161,,,https://bulletin.utulsa.edu/preview_program.php?catoid=52&poid=7500&returnto=2823&_gl=1*j8w2k5*_gcl_au*MjA1NzI3NjYzMC4xNzU3MjE2MTYx*_ga*MTkyMTY3MzAxLjE3NTcyMTYxNjE.*_ga_NVZ5JBRH00*czE3NTcyMTYxNjEkbzEkZzEkdDE3NTcyMTkyMTUkajYwJGwwJGg3NjI0MTI2NTA.&_ga=2.96051420.1389262365.1757216161-192167301.1757216161,,"""https://utulsa.edu/tuition-aid/tuition-costs/cost-international/"",""https://utulsa.edu/tuition-aid/tuition-costs/cost-graduate/""",,https://utulsa.edu/admissions/graduate-admission/graduate-international-admission/,https://utulsa.edu/admissions/graduate-admission/graduate-international-admission/,https://utulsa.edu/admissions/graduate-admission/graduate-international-admission/,https://utulsa.edu/admissions/graduate-admission/graduate-international-admission/,https://bulletin.utulsa.edu/preview_program.php?catoid=52&poid=7500&returnto=2823&_gl=1*j8w2k5*_gcl_au*MjA1NzI3NjYzMC4xNzU3MjE2MTYx*_ga*MTkyMTY3MzAxLjE3NTcyMTYxNjE.*_ga_NVZ5JBRH00*czE3NTcyMTYxNjEkbzEkZzEkdDE3NTcyMTkyMTUkajYwJGwwJGg3NjI0MTI2NTA.&_ga=2.96051420.1389262365.1757216161-192167301.1757216161,https://utulsa.edu/tuition-aid/scholarships/,https://utulsa.edu/tuition-aid/scholarships/
