university_name,program_name,degree_type,program_content,degree_program_link,programUrl,rank_type,position,campus_name,url,email,phone,country,city,zipCode,address
University of Rhode Island,,,,https://www.uri.edu/programs/,,CS,175,,https://www.uri.edu/,,,,,,
