university_name,university_email,university_rank,university_url,degree_program_link,university_phone,university_address,university_campus,department_url,department_name,program_url,program_type,degree_program,program_name,delivery_type,session,duration,scholarship,useful_links,program_overview,start_at,end_at,course_outline,admission_timeline,tuition_fee_per_year,application_fee,how_to_apply,general_requirement,standardized_requirement,language_requirement,degree_requirement,scholarship_requirement,scholarship_detail
University of Idaho,,175,https://www.uidaho.edu/,https://www.uidaho.edu/academics/degree-finder#view=all,208-885-6115,"879 Perimeter Drive, Moscow, ID 83844","Moscow, Boise, Coeur d'Alene",https://www.uidaho.edu/engineering,Engineering,https://www.uidaho.edu/academics/degree-finder/civil-engr-mengr,Masters,Graduate,M.Engr. in Civil engineering,online,Fall/Spring/Summer,"2 years, 30 credits",TRUE,,https://www.uidaho.edu/academics/degree-finder/civil-engr-mengr,,,,https://www.uidaho.edu/admissions-apply/dates-deadlines,https://www.uidaho.edu/financial-aid/cost-of-attendance,,https://www.uidaho.edu/international/admissions,https://www.uidaho.edu/international/admissions,https://www.uidaho.edu/international/admissions,https://www.uidaho.edu/international/admissions,https://www.uidaho.edu/academics/degree-finder/civil-engr-mengr,https://www.uidaho.edu/financial-aid/steps-financial-aid,https://www.uidaho.edu/financial-aid/scholarships/out-of-state-scholarship
