college_name,program_name,degree,program_link
"College of Education, Sport, and Human Sciences",Secondary Education Biology General Science (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylzWBry2?bc=true&bcCurrent=Secondary%20Education%20Biology%20General%20Science%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Secondary Education Chemistry (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylzWBry2?bc=true&bcCurrent=Secondary%20Education%20Chemistry%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Secondary Education English (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylzWBry2?bc=true&bcCurrent=Secondary%20Education%20English%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Secondary Education Foreign Language (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylzWBry2?bc=true&bcCurrent=Secondary%20Education%20Foreign%20Language%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Secondary Education History (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylzWBry2?bc=true&bcCurrent=Secondary%20Education%20History%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Secondary Education History Social Studies (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylzWBry2?bc=true&bcCurrent=Secondary%20Education%20History%20Social%20Studies%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Secondary Education Math (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylzWBry2?bc=true&bcCurrent=Secondary%20Education%20Math%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Secondary Education Physics (Concentration),Concentration,https://catalog.uah.edu/#/programs/SylzWBry2?bc=true&bcCurrent=Secondary%20Education%20Physics%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Secondary Education (MAT),MAT,https://catalog.uah.edu/#/programs/ryG6SZSBy3?bc=true&bcCurrent=Secondary%20Education%20(MAT)&bcGroup=College%20of%20Education%2C%20Sport%2C%20and%20Human%20Sciences&bcItemType=programs
"College of Education, Sport, and Human Sciences",Biological Science (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryG6SZSBy3?bc=true&bcCurrent=Biological%20Science%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Chemistry (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryG6SZSBy3?bc=true&bcCurrent=Chemistry%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",English (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryG6SZSBy3?bc=true&bcCurrent=English%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",English Speakers of Other Languages (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryG6SZSBy3?bc=true&bcCurrent=English%20Speakers%20of%20Other%20Languages%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",History (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryG6SZSBy3?bc=true&bcCurrent=History%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Mathematics (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryG6SZSBy3?bc=true&bcCurrent=Mathematics%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Physics (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryG6SZSBy3?bc=true&bcCurrent=Physics%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Sport & Fitness Management (BS),BS,https://catalog.uah.edu/#/programs/rk-6HbSrJ2?bc=true&bcCurrent=Sport%20%26%20Fitness%20Management%20(BS)&bcGroup=College%20of%20Education%2C%20Sport%2C%20and%20Human%20Sciences&bcItemType=programs
"College of Education, Sport, and Human Sciences",Sport and Fitness Business (Concentration),Concentration,https://catalog.uah.edu/#/programs/rk-6HbSrJ2?bc=true&bcCurrent=Sport%20and%20Fitness%20Business%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Sport Coaching and Leadership (Concentration),Concentration,https://catalog.uah.edu/#/programs/rk-6HbSrJ2?bc=true&bcCurrent=Sport%20Coaching%20and%20Leadership%20(Concentration)&bcItemType=programs
"College of Education, Sport, and Human Sciences",Teaching English as a Second Language (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/ryNlzWBSJn?bc=true&bcCurrent=Teaching%20English%20as%20a%20Second%20Language%20(Graduate%20Certificate)&bcGroup=College%20of%20Education%2C%20Sport%2C%20and%20Human%20Sciences&bcItemType=programs
College of Engineering,Aerospace Engineering (BSAE),BSAE,https://catalog.uah.edu/#/programs/Bk-TrWSrkn?bc=true&bcCurrent=Aerospace%20Engineering%20(BSAE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,"JUMP: BSAE, Aerospace Systems Engineering (MS)",MS,https://catalog.uah.edu/#/programs/Bk-TrWSrkn?bc=true&bcCurrent=JUMP%3A%20BSAE%2C%20Aerospace%20Systems%20Engineering%20(MS)&bcItemType=programs
College of Engineering,"JUMP: BSAE, Mechanical Engineering (MSE)",MSE,https://catalog.uah.edu/#/programs/Bk-TrWSrkn?bc=true&bcCurrent=JUMP%3A%20BSAE%2C%20Mechanical%20Engineering%20(MSE)&bcItemType=programs
College of Engineering,Aerospace Systems Engineering (MS),MS,https://catalog.uah.edu/#/programs/HyG3rbBSy3?bc=true&bcCurrent=Aerospace%20Systems%20Engineering%20(MS)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Aerospace Systems Engineering (PhD),PhD,https://catalog.uah.edu/#/programs/H1GnSWHBkh?bc=true&bcCurrent=Aerospace%20Systems%20Engineering%20(PhD)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Chemical Engineering (BSCheE),BSCheE,https://catalog.uah.edu/#/programs/H1f6SZBHJh?bc=true&bcCurrent=Chemical%20Engineering%20(BSCheE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,"CHE, Biotechnology (Concentration)",Concentration,https://catalog.uah.edu/#/programs/H1f6SZBHJh?bc=true&bcCurrent=CHE%2C%20Biotechnology%20(Concentration)&bcItemType=programs
College of Engineering,"CHE, Materials (Concentration)",Concentration,https://catalog.uah.edu/#/programs/H1f6SZBHJh?bc=true&bcCurrent=CHE%2C%20Materials%20(Concentration)&bcItemType=programs
College of Engineering,"JUMP: BSCHEE, Chemical Engineering (MSE)",MSE,https://catalog.uah.edu/#/programs/H1f6SZBHJh?bc=true&bcCurrent=JUMP%3A%20BSCHEE%2C%20Chemical%20Engineering%20(MSE)&bcItemType=programs
College of Engineering,Chemical Engineering (MSE),MSE,https://catalog.uah.edu/#/programs/rJnSZrSk3?bc=true&bcCurrent=Chemical%20Engineering%20(MSE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Civil Engineering (BSCE),BSCE,https://catalog.uah.edu/#/programs/B12BWBBkn?bc=true&bcCurrent=Civil%20Engineering%20(BSCE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,"CE, Environmental (Concentration)",Concentration,https://catalog.uah.edu/#/programs/B12BWBBkn?bc=true&bcCurrent=CE%2C%20Environmental%20(Concentration)&bcItemType=programs
College of Engineering,"CE, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/B12BWBBkn?bc=true&bcCurrent=CE%2C%20General%20(Concentration)&bcItemType=programs
College of Engineering,"CE, Structural (Concentration)",Concentration,https://catalog.uah.edu/#/programs/B12BWBBkn?bc=true&bcCurrent=CE%2C%20Structural%20(Concentration)&bcItemType=programs
College of Engineering,"CE, Transportation (Concentration)",Concentration,https://catalog.uah.edu/#/programs/B12BWBBkn?bc=true&bcCurrent=CE%2C%20Transportation%20(Concentration)&bcItemType=programs
College of Engineering,"JUMP: BSCE, Civil Engineering (MSE)",MSE,https://catalog.uah.edu/#/programs/B12BWBBkn?bc=true&bcCurrent=JUMP%3A%20BSCE%2C%20Civil%20Engineering%20(MSE)&bcItemType=programs
College of Engineering,Civil Engineering (MSE),MSE,https://catalog.uah.edu/#/programs/Sy6SWrByn?bc=true&bcCurrent=Civil%20Engineering%20(MSE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Civil Engineering (PhD),PhD,https://catalog.uah.edu/#/programs/ryBaH-HSkh?bc=true&bcCurrent=Civil%20Engineering%20(PhD)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Computer Engineering (BSCPE),BSCPE,https://catalog.uah.edu/#/programs/SypH-BrJ3?bc=true&bcCurrent=Computer%20Engineering%20(BSCPE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,"CPE, Cybersecurity (Concentration)",Concentration,https://catalog.uah.edu/#/programs/SypH-BrJ3?bc=true&bcCurrent=CPE%2C%20Cybersecurity%20(Concentration)&bcItemType=programs
College of Engineering,"CPE, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/SypH-BrJ3?bc=true&bcCurrent=CPE%2C%20General%20(Concentration)&bcItemType=programs
College of Engineering,"JUMP: BSCPE, Computer Engineering (MSE)",MSE,https://catalog.uah.edu/#/programs/SypH-BrJ3?bc=true&bcCurrent=JUMP%3A%20BSCPE%2C%20Computer%20Engineering%20(MSE)&bcItemType=programs
College of Engineering,"JUMP: BSCPE, Cyber Security - Computer Engineering Track (MSCBS)",MSCBS,https://catalog.uah.edu/#/programs/SypH-BrJ3?bc=true&bcCurrent=JUMP%3A%20BSCPE%2C%20Cyber%20Security%20-%20%20Computer%20Engineering%20Track%20(MSCBS)&bcItemType=programs
College of Engineering,"JUMP: BSCPE, Electrical Engineering (MSE)",MSE,https://catalog.uah.edu/#/programs/SypH-BrJ3?bc=true&bcCurrent=JUMP%3A%20BSCPE%2C%20Electrical%20Engineering%20(MSE)&bcItemType=programs
College of Engineering,"JUMP: BSCPE, Software Engineering - Computer Engineering Track (MSSE)",MSSE,https://catalog.uah.edu/#/programs/SypH-BrJ3?bc=true&bcCurrent=JUMP%3A%20BSCPE%2C%20Software%20Engineering%20-%20%20Computer%20Engineering%20Track%20(MSSE)&bcItemType=programs
College of Engineering,Computer Engineering (MSE),MSE,https://catalog.uah.edu/#/programs/r1TBZSB13?bc=true&bcCurrent=Computer%20Engineering%20(MSE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Computer Engineering (MSSE),MSSE,https://catalog.uah.edu/#/programs/S16S-HrJn?bc=true&bcCurrent=Computer%20Engineering%20(MSSE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Computer Engineering (PhD),PhD,https://catalog.uah.edu/#/programs/SkVaS-BBkh?bc=true&bcCurrent=Computer%20Engineering%20(PhD)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Cybersecurity (MS),MS,https://catalog.uah.edu/#/programs/BJ3rZrHyh?bc=true&bcCurrent=Cybersecurity%20(MS)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Cybersecurity Engineering (BS),BS,https://catalog.uah.edu/#/programs/B1eprbSS1n?bc=true&bcCurrent=Cybersecurity%20Engineering%20(BS)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,"JUMP: BS CYBER, Cybersecurity - Computer Engineering Track (MSCBS)",MSCBS,https://catalog.uah.edu/#/programs/B1eprbSS1n?bc=true&bcCurrent=JUMP%3A%20BS%20CYBER%2C%20Cybersecurity%20-%20Computer%20Engineering%20Track%20(MSCBS)&bcItemType=programs
College of Engineering,Electrical Engineering (BSEE),BSEE,https://catalog.uah.edu/#/programs/BJ-2SWBSyn?bc=true&bcCurrent=Electrical%20Engineering%20(BSEE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,"Electrical Engineering, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/BJ-2SWBSyn?bc=true&bcCurrent=Electrical%20Engineering%2C%20General%20(Concentration)&bcItemType=programs
College of Engineering,"JUMP: BSEE, Computer Engineering (MSE)",MSE,https://catalog.uah.edu/#/programs/BJ-2SWBSyn?bc=true&bcCurrent=JUMP%3A%20BSEE%2C%20Computer%20Engineering%20(MSE)&bcItemType=programs
College of Engineering,"JUMP: BSEE, Electrical Engineering (MSE)",MSE,https://catalog.uah.edu/#/programs/BJ-2SWBSyn?bc=true&bcCurrent=JUMP%3A%20BSEE%2C%20Electrical%20Engineering%20(MSE)&bcItemType=programs
College of Engineering,Optics and Photonics Technology (Concentration),Concentration,https://catalog.uah.edu/#/programs/BJ-2SWBSyn?bc=true&bcCurrent=Optics%20and%20Photonics%20Technology%20(Concentration)&bcItemType=programs
College of Engineering,Electrical Engineering (MSE),MSE,https://catalog.uah.edu/#/programs/H1b6SZBSyn?bc=true&bcCurrent=Electrical%20Engineering%20(MSE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,"Electrical Engineering, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/H1b6SZBSyn?bc=true&bcCurrent=Electrical%20Engineering%2C%20General%20(Concentration)&bcItemType=programs
College of Engineering,Electrical Engineering (PhD),PhD,https://catalog.uah.edu/#/programs/BJgaHZHBkh?bc=true&bcCurrent=Electrical%20Engineering%20(PhD)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Industrial & Systems Engineering (BSISE),BSISE,https://catalog.uah.edu/#/programs/HkxaHWHrkh?bc=true&bcCurrent=Industrial%20%26%20Systems%20Engineering%20(BSISE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,"JUMP: BSISE, Industrial & Systems Engineering (MSE)",MSE,https://catalog.uah.edu/#/programs/HkxaHWHrkh?bc=true&bcCurrent=JUMP%3A%20BSISE%2C%20Industrial%20%26%20Systems%20Engineering%20(MSE)&bcItemType=programs
College of Engineering,Industrial & Systems Engineering (MSE),MSE,https://catalog.uah.edu/#/programs/H1g2BWHByh?bc=true&bcCurrent=Industrial%20%26%20Systems%20Engineering%20(MSE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Engineering Management (Concentration),Concentration,https://catalog.uah.edu/#/programs/H1g2BWHByh?bc=true&bcCurrent=Engineering%20Management%20(Concentration)&bcItemType=programs
College of Engineering,Industrial Engineering (Concentration),Concentration,https://catalog.uah.edu/#/programs/H1g2BWHByh?bc=true&bcCurrent=Industrial%20Engineering%20(Concentration)&bcItemType=programs
College of Engineering,Systems Engineering (Concentration),Concentration,https://catalog.uah.edu/#/programs/H1g2BWHByh?bc=true&bcCurrent=Systems%20Engineering%20(Concentration)&bcItemType=programs
College of Engineering,Industrial & Systems Engineering (PhD),PhD,https://catalog.uah.edu/#/programs/Ske6HbrH13?bc=true&bcCurrent=Industrial%20%26%20Systems%20Engineering%20(PhD)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Engineering Management (Concentration),Concentration,https://catalog.uah.edu/#/programs/Ske6HbrH13?bc=true&bcCurrent=Engineering%20Management%20(Concentration)&bcItemType=programs
College of Engineering,Industrial Engineering (Concentration),Concentration,https://catalog.uah.edu/#/programs/Ske6HbrH13?bc=true&bcCurrent=Industrial%20Engineering%20(Concentration)&bcItemType=programs
College of Engineering,Systems Engineering (Concentration),Concentration,https://catalog.uah.edu/#/programs/Ske6HbrH13?bc=true&bcCurrent=Systems%20Engineering%20(Concentration)&bcItemType=programs
College of Engineering,Materials Science (MS),MS,https://catalog.uah.edu/#/programs/SkGaBWBBk2?bc=true&bcCurrent=Materials%20Science%20(MS)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Materials Science (PhD),PhD,https://catalog.uah.edu/#/programs/Bkl2BZHBJh?bc=true&bcCurrent=Materials%20Science%20(PhD)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Mechanical Engineering (BSME),BSME,https://catalog.uah.edu/#/programs/B1lhBWBrk3?bc=true&bcCurrent=Mechanical%20Engineering%20(BSME)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,"JUMP: BSME, Aerospace Systems Engineering (MS)",MS,https://catalog.uah.edu/#/programs/B1lhBWBrk3?bc=true&bcCurrent=JUMP%3A%20BSME%2C%20Aerospace%20Systems%20Engineering%20(MS)&bcItemType=programs
College of Engineering,"JUMP: BSME, Mechanical Engineering (MSE)",MSE,https://catalog.uah.edu/#/programs/B1lhBWBrk3?bc=true&bcCurrent=JUMP%3A%20BSME%2C%20Mechanical%20Engineering%20(MSE)&bcItemType=programs
College of Engineering,Mechanical Engineering (MSE),MSE,https://catalog.uah.edu/#/programs/BJ-TrZrrJh?bc=true&bcCurrent=Mechanical%20Engineering%20(MSE)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Mechanical Engineering (PhD),PhD,https://catalog.uah.edu/#/programs/HkWhSZrS1n?bc=true&bcCurrent=Mechanical%20Engineering%20(PhD)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Operations Research (MSOR),MSOR,https://catalog.uah.edu/#/programs/Sk-2BZSBk3?bc=true&bcCurrent=Operations%20Research%20(MSOR)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Engineering,Optical Science & Engineering (PhD),PhD,https://catalog.uah.edu/#/programs/SyQTHWrrkn?bc=true&bcCurrent=Optical%20Science%20%26%20Engineering%20(PhD)&bcGroup=College%20of%20Engineering&bcItemType=programs
College of Nursing,Nursing (BSN),BSN,https://catalog.uah.edu/#/programs/H1ear-Br13?bc=true&bcCurrent=Nursing%20(BSN)&bcGroup=College%20of%20Nursing&bcItemType=programs
College of Nursing,"JUMP: BSN, Nursing (MSN)",MSN,https://catalog.uah.edu/#/programs/H1ear-Br13?bc=true&bcCurrent=JUMP%3A%20BSN%2C%20Nursing%20(MSN)&bcItemType=programs
College of Nursing,Nursing (Dual Degree Program) (Concentration),Dual Degree Program,https://catalog.uah.edu/#/programs/H1ear-Br13?bc=true&bcCurrent=Nursing%20(Dual%20Degree%20Program)%20(Concentration)&bcItemType=programs
College of Nursing,Nursing Accelerated (Concentration),Concentration,https://catalog.uah.edu/#/programs/H1ear-Br13?bc=true&bcCurrent=Nursing%20Accelerated%20(Concentration)&bcItemType=programs
College of Nursing,"Nursing, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/H1ear-Br13?bc=true&bcCurrent=Nursing%2C%20General%20(Concentration)&bcItemType=programs
College of Nursing,RN to BSN Nursing (Concentration),Concentration,https://catalog.uah.edu/#/programs/H1ear-Br13?bc=true&bcCurrent=RN%20to%20BSN%20Nursing%20(Concentration)&bcItemType=programs
College of Nursing,Nursing (MSN),MSN,https://catalog.uah.edu/#/programs/BJ72rWSSJ3?bc=true&bcCurrent=Nursing%20(MSN)&bcGroup=College%20of%20Nursing&bcItemType=programs
College of Nursing,Family Nurse Practitioner (Concentration),Concentration,https://catalog.uah.edu/#/programs/BJ72rWSSJ3?bc=true&bcCurrent=Family%20Nurse%20Practitioner%20(Concentration)&bcItemType=programs
College of Nursing,Nursing AGACNP (Concentration),Concentration,https://catalog.uah.edu/#/programs/BJ72rWSSJ3?bc=true&bcCurrent=Nursing%20AGACNP%20(Concentration)&bcItemType=programs
College of Nursing,Nursing Education (Concentration),Concentration,https://catalog.uah.edu/#/programs/BJ72rWSSJ3?bc=true&bcCurrent=Nursing%20Education%20(Concentration)&bcItemType=programs
College of Nursing,Nursing Executive Leadership and Administration (Concentration),Concentration,https://catalog.uah.edu/#/programs/BJ72rWSSJ3?bc=true&bcCurrent=Nursing%20Executive%20Leadership%20and%20Administration%20(Concentration)&bcItemType=programs
College of Nursing,Nursing Adult Gerontology Acute Care (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/HyR6kNiAp?bc=true&bcCurrent=Nursing%20Adult%20Gerontology%20Acute%20Care%20(Graduate%20Certificate)%20&bcGroup=College%20of%20Nursing&bcItemType=programs
College of Nursing,Nursing Education (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/B1baH-HHkn?bc=true&bcCurrent=Nursing%20Education%20(Graduate%20Certificate)&bcGroup=College%20of%20Nursing&bcItemType=programs
College of Nursing,Nursing Family Nurse Practitioner (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/S1arbBS1n?bc=true&bcCurrent=Nursing%20Family%20Nurse%20Practitioner%20(Graduate%20Certificate)%20&bcGroup=College%20of%20Nursing&bcItemType=programs
College of Nursing,Nursing Practice (DNP),DNP,https://catalog.uah.edu/#/programs/rJ6BbHSy2?bc=true&bcCurrent=Nursing%20Practice%20(DNP)&bcGroup=College%20of%20Nursing&bcItemType=programs
College of Nursing,Nursing Science (PhD),PhD,https://catalog.uah.edu/#/programs/B1bnrZBSJ2?bc=true&bcCurrent=Nursing%20Science%20(PhD)&bcGroup=College%20of%20Nursing&bcItemType=programs
College of Science,Applied Statistics and Data Science (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/SyeMTvTWR?bc=true&bcCurrent=Applied%20Statistics%20and%20Data%20Science%20(Graduate%20Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Applied Statistics and Data Science (Undergraduate Certificate),Undergraduate Certificate,https://catalog.uah.edu/#/programs/B1-V5BpZC?bc=true&bcCurrent=Applied%20Statistics%20and%20Data%20Science%20(Undergraduate%20Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Artificial Intelligence and Data Science (Certificate),Certificate,https://catalog.uah.edu/#/programs/HJlIOZSHy3?bc=true&bcCurrent=Artificial%20Intelligence%20and%20Data%20Science%20(Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Artificial Intelligence and Data Science (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/HyS_brBJn?bc=true&bcCurrent=Artificial%20Intelligence%20and%20Data%20Science%20(Graduate%20Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Astronomy and Astrophysics (Minor),Minor,https://catalog.uah.edu/#/programs/BJQwdWSry3?bc=true&bcCurrent=Astronomy%20and%20Astrophysics%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Atmospheric & Earth Science (BS),BS,https://catalog.uah.edu/#/programs/Sy-pBZBB13?bc=true&bcCurrent=Atmospheric%20%26%20Earth%20Science%20(BS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Atmospheric Science (Concentration),Concentration,https://catalog.uah.edu/#/programs/Sy-pBZBB13?bc=true&bcCurrent=Atmospheric%20Science%20(Concentration)&bcItemType=programs
College of Science,Earth Systems Science (Concentration),Concentration,https://catalog.uah.edu/#/programs/Sy-pBZBB13?bc=true&bcCurrent=Earth%20Systems%20Science%20(Concentration)&bcItemType=programs
College of Science,"JUMP: BS AES, Atmospheric and Earth Science (MS)",MS,https://catalog.uah.edu/#/programs/Sy-pBZBB13?bc=true&bcCurrent=JUMP%3A%20BS%20AES%2C%20Atmospheric%20and%20Earth%20Science%20(MS)&bcItemType=programs
College of Science,Atmospheric & Earth Science (MS),MS,https://catalog.uah.edu/#/programs/SkXL_WSByh?bc=true&bcCurrent=Atmospheric%20%26%20Earth%20Science%20(MS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Atmospheric Science (Concentration),Concentration,https://catalog.uah.edu/#/programs/SkXL_WSByh?bc=true&bcCurrent=Atmospheric%20Science%20(Concentration)&bcItemType=programs
College of Science,Earth Systems Science (Concentration),Concentration,https://catalog.uah.edu/#/programs/SkXL_WSByh?bc=true&bcCurrent=Earth%20Systems%20Science%20(Concentration)&bcItemType=programs
College of Science,Atmospheric Science (Minor),Minor,https://catalog.uah.edu/#/programs/HJzPd-BHJ3?bc=true&bcCurrent=Atmospheric%20Science%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Atmospheric Science (PhD),PhD,https://catalog.uah.edu/#/programs/SygUu-SSyn?bc=true&bcCurrent=Atmospheric%20Science%20(PhD)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Biological Sciences (BS),BS,https://catalog.uah.edu/#/programs/ryeS_-rHk2?bc=true&bcCurrent=Biological%20Sciences%20(BS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Biochemistry-Biology (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryeS_-rHk2?bc=true&bcCurrent=Biochemistry-Biology%20(Concentration)&bcItemType=programs
College of Science,"Biology, General (No Concentration Selected)",No Concentration Selected,https://catalog.uah.edu/#/programs/ryeS_-rHk2?bc=true&bcCurrent=Biology%2C%20General%20(No%20Concentration%20Selected)&bcItemType=programs
College of Science,Ecology & Evolution (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryeS_-rHk2?bc=true&bcCurrent=Ecology%20%26%20Evolution%20(Concentration)&bcItemType=programs
College of Science,"JUMP: BS BYS, Biological Sciences (MS)",MS,https://catalog.uah.edu/#/programs/ryeS_-rHk2?bc=true&bcCurrent=JUMP%3A%20BS%20BYS%2C%20Biological%20Sciences%20(MS)&bcItemType=programs
College of Science,Pre-Professional Health Careers (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryeS_-rHk2?bc=true&bcCurrent=Pre-Professional%20Health%20Careers%20(Concentration)&bcItemType=programs
College of Science,Biological Sciences (MS),MS,https://catalog.uah.edu/#/programs/H1bHOZrBJ3?bc=true&bcCurrent=Biological%20Sciences%20(MS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,"Biological Sciences, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/H1bHOZrBJ3?bc=true&bcCurrent=Biological%20Sciences%2C%20General%20(Concentration)&bcItemType=programs
College of Science,Education (Concentration),Concentration,https://catalog.uah.edu/#/programs/H1bHOZrBJ3?bc=true&bcCurrent=Education%20(Concentration)&bcItemType=programs
College of Science,Biology (Minor),Minor,https://catalog.uah.edu/#/programs/BkgPObBry2?bc=true&bcCurrent=Biology%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Biotechnology Science and Engineering (PhD),PhD,https://catalog.uah.edu/#/programs/B1xIdbHHkh?bc=true&bcCurrent=Biotechnology%20Science%20and%20Engineering%20(PhD)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Biological Sciences & Chemistry (Concentration),Concentration,https://catalog.uah.edu/#/programs/B1xIdbHHkh?bc=true&bcCurrent=Biological%20Sciences%20%26%20Chemistry%20(Concentration)&bcItemType=programs
College of Science,Chemical Engineering & Biological Sciences (Concentration),Concentration,https://catalog.uah.edu/#/programs/B1xIdbHHkh?bc=true&bcCurrent=Chemical%20Engineering%20%26%20Biological%20Sciences%20(Concentration)&bcItemType=programs
College of Science,Chemistry & Chemical Engineering (Concentration),Concentration,https://catalog.uah.edu/#/programs/B1xIdbHHkh?bc=true&bcCurrent=Chemistry%20%26%20Chemical%20Engineering%20(Concentration)&bcItemType=programs
College of Science,Chemistry (BS),BS,https://catalog.uah.edu/#/programs/SJr_-Sr1n?bc=true&bcCurrent=Chemistry%20(BS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Chemical Business (Concentration),Concentration,https://catalog.uah.edu/#/programs/SJr_-Sr1n?bc=true&bcCurrent=Chemical%20Business%20(Concentration)&bcItemType=programs
College of Science,Chemical Physics (Concentration),Concentration,https://catalog.uah.edu/#/programs/SJr_-Sr1n?bc=true&bcCurrent=Chemical%20Physics%20(Concentration)&bcItemType=programs
College of Science,"Chemistry, Basic (Concentration)",Concentration,https://catalog.uah.edu/#/programs/SJr_-Sr1n?bc=true&bcCurrent=Chemistry%2C%20Basic%20(Concentration)&bcItemType=programs
College of Science,"Chemistry, Biochemistry (Concentration)",Concentration,https://catalog.uah.edu/#/programs/SJr_-Sr1n?bc=true&bcCurrent=Chemistry%2C%20Biochemistry%20(Concentration)&bcItemType=programs
College of Science,"Chemistry, Pure (Concentration)",Concentration,https://catalog.uah.edu/#/programs/SJr_-Sr1n?bc=true&bcCurrent=Chemistry%2C%20Pure%20(Concentration)&bcItemType=programs
