college_name,program_name,degree,program_link
College of Science,Environmental Chemistry (Concentration),Concentration,https://catalog.uah.edu/#/programs/SJr_-Sr1n?bc=true&bcCurrent=Environmental%20Chemistry%20(Concentration)&bcItemType=programs
College of Science,"JUMP: BS CH, Chemistry (MS)",MS,https://catalog.uah.edu/#/programs/SJr_-Sr1n?bc=true&bcCurrent=JUMP%3A%20BS%20CH%2C%20Chemistry%20(MS)%20&bcItemType=programs
College of Science,Chemistry (Minor),Minor,https://catalog.uah.edu/#/programs/rJgw_WHBy3?bc=true&bcCurrent=Chemistry%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Chemistry (MS),MS,https://catalog.uah.edu/#/programs/BJ8O-rHyn?bc=true&bcCurrent=Chemistry%20(MS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Education (Concentration),Concentration,https://catalog.uah.edu/#/programs/BJ8O-rHyn?bc=true&bcCurrent=Education%20(Concentration)&bcItemType=programs
College of Science,Chemistry (PhD),PhD,https://catalog.uah.edu/#/programs/HyKAvZHB2?bc=true&bcCurrent=Chemistry%20(PhD)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Academic Chemistry (Concentration),Concentration,https://catalog.uah.edu/#/programs/HyKAvZHB2?bc=true&bcCurrent=Academic%20Chemistry%20(Concentration)&bcItemType=programs
College of Science,Entrepreneurial Chemistry (Concentration),Concentration,https://catalog.uah.edu/#/programs/HyKAvZHB2?bc=true&bcCurrent=Entrepreneurial%20Chemistry%20(Concentration)&bcItemType=programs
College of Science,Executive Chemistry (Concentration),Concentration,https://catalog.uah.edu/#/programs/HyKAvZHB2?bc=true&bcCurrent=Executive%20Chemistry%20(Concentration)&bcItemType=programs
College of Science,Computational Physics (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/S1jscrSMa?bc=true&bcCurrent=Computational%20Physics%20(Graduate%20Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Computer Languages & Systems (Minor),Minor,https://catalog.uah.edu/#/programs/HJlwdZHrJh?bc=true&bcCurrent=Computer%20Languages%20%26%20Systems%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Computer Science (BS),BS,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=Computer%20Science%20(BS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Artificial Intelligence and Data Science (Concentration),Concentration,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=Artificial%20Intelligence%20and%20Data%20Science%20(Concentration)&bcItemType=programs
College of Science,"Computer Science, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=Computer%20Science%2C%20General%20(Concentration)&bcItemType=programs
College of Science,Cybersecurity (Concentration),Concentration,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=Cybersecurity%20(Concentration)&bcItemType=programs
College of Science,Entertainment Computing (Concentration),Concentration,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=Entertainment%20Computing%20(Concentration)&bcItemType=programs
College of Science,"JUMP: BS CS, Computer Science (MS)",MS,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=JUMP%3A%20BS%20CS%2C%20Computer%20Science%20(MS)&bcItemType=programs
College of Science,"JUMP: BS CS, Cyber Security - Computer Science Track (MSCBS)",MSCBS,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=JUMP%3A%20BS%20CS%2C%20Cyber%20Security%20-%20Computer%20Science%20Track%20(MSCBS)&bcItemType=programs
College of Science,"JUMP: BS CS, MSCBS in Cyber Security - Business Track",,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=JUMP%3A%20BS%20CS%2C%20MSCBS%20in%20Cyber%20Security%20-%20Business%20Track&bcItemType=programs
College of Science,"JUMP: BS CS, MSIS",,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=JUMP%3A%20BS%20CS%2C%20MSIS%20&bcItemType=programs
College of Science,"JUMP: BS CS, Software Engineering - Computer Science Track (MSSE)",MSSE,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=JUMP%3A%20BS%20CS%2C%20Software%20Engineering%20-%20Computer%20Science%20Track%20(MSSE)&bcItemType=programs
College of Science,Web Programming (Concentration),Concentration,https://catalog.uah.edu/#/programs/r1br_WrrJn?bc=true&bcCurrent=Web%20Programming%20(Concentration)&bcItemType=programs
College of Science,Computer Science (Minor),Minor,https://catalog.uah.edu/#/programs/HkZw_bHS12?bc=true&bcCurrent=Computer%20Science%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Computer Science (MS),MS,https://catalog.uah.edu/#/programs/rJeHOZBSJh?bc=true&bcCurrent=Computer%20Science%20(MS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Cybersecurity (Concentration),Concentration,https://catalog.uah.edu/#/programs/rJeHOZBSJh?bc=true&bcCurrent=Cybersecurity%20(Concentration)&bcItemType=programs
College of Science,Data Science (Concentration),Concentration,https://catalog.uah.edu/#/programs/rJeHOZBSJh?bc=true&bcCurrent=Data%20Science%20(Concentration)&bcItemType=programs
College of Science,Computer Science (MSSE),MSSE,https://catalog.uah.edu/#/programs/BkB_brBJn?bc=true&bcCurrent=Computer%20Science%20(MSSE)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Computer Science (PhD),PhD,https://catalog.uah.edu/#/programs/HJxL_WBH12?bc=true&bcCurrent=Computer%20Science%20(PhD)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,"Computer Science, Intensive Core (Certificate)",Certificate,https://catalog.uah.edu/#/programs/HknR87gMT?bc=true&bcCurrent=Computer%20Science%2C%20Intensive%20Core%20(Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Cybersecurity (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/HyPszb4za?bc=true&bcCurrent=Cybersecurity%20(Graduate%20Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Cybersecurity (MS),MS,https://catalog.uah.edu/#/programs/rkH_bBHkn?bc=true&bcCurrent=Cybersecurity%20(MS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Cybersecurity (Undergraduate Certificate),Undergraduate Certificate,https://catalog.uah.edu/#/programs/Hkq2D-4Ga?bc=true&bcCurrent=Cybersecurity%20(Undergraduate%20Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Earth Ecosystems (Minor),Minor,https://catalog.uah.edu/#/programs/HybPOZBB12?bc=true&bcCurrent=Earth%20Ecosystems%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Engineering Technology (BS),BS,https://catalog.uah.edu/#/programs/Syl3SWHSy3?bc=true&bcCurrent=Engineering%20Technology%20(BS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Engineering Technology (Minor),Minor,https://catalog.uah.edu/#/programs/ByUUoI-5T?bc=true&bcCurrent=Engineering%20Technology%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Entertainment Computing (Minor),Minor,https://catalog.uah.edu/#/programs/HJEv_bBSJn?bc=true&bcCurrent=Entertainment%20Computing%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Geographical Information Systems & Remote Sensing (Certificate),Certificate,https://catalog.uah.edu/#/programs/S1wu-BrJh?bc=true&bcCurrent=Geographical%20Information%20Systems%20%26%20Remote%20Sensing%20(Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Geographical Information Systems & Remote Sensing (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/B1ZvdbBSkh?bc=true&bcCurrent=Geographical%20Information%20Systems%20%26%20Remote%20Sensing%20(Graduate%20Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Geographical Information Systems (Minor),Minor,https://catalog.uah.edu/#/programs/r1xPuZBHJ3?bc=true&bcCurrent=Geographical%20Information%20Systems%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Materials Science (MS),MS,https://catalog.uah.edu/#/programs/rJSdbrH13?bc=true&bcCurrent=Materials%20Science%20(MS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Materials Science (PhD),PhD,https://catalog.uah.edu/#/programs/B1ESdbBHyn?bc=true&bcCurrent=Materials%20Science%20(PhD)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Mathematical Sciences (BS),BS,https://catalog.uah.edu/#/programs/HyIOWHr12?bc=true&bcCurrent=Mathematical%20Sciences%20(BS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,"JUMP: BS MA, Mathematics (MA)",MA,https://catalog.uah.edu/#/programs/HyIOWHr12?bc=true&bcCurrent=JUMP%3A%20BS%20MA%2C%20Mathematics%20(MA)&bcItemType=programs
College of Science,"JUMP: BS MA, Mathematics (MS)",MS,https://catalog.uah.edu/#/programs/HyIOWHr12?bc=true&bcCurrent=JUMP%3A%20BS%20MA%2C%20Mathematics%20(MS)&bcItemType=programs
College of Science,"JUMP: BS MA, Space Science (MS)",MS,https://catalog.uah.edu/#/programs/HyIOWHr12?bc=true&bcCurrent=JUMP%3A%20BS%20MA%2C%20Space%20Science%20(MS)&bcItemType=programs
College of Science,Mathematical Sciences (MA),MA,https://catalog.uah.edu/#/programs/HJru-Br13?bc=true&bcCurrent=Mathematical%20Sciences%20(MA)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Education (Concentration),Concentration,https://catalog.uah.edu/#/programs/HJru-Br13?bc=true&bcCurrent=Education%20(Concentration)&bcItemType=programs
College of Science,"Mathematics, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/HJru-Br13?bc=true&bcCurrent=Mathematics%2C%20General%20(Concentration)&bcItemType=programs
College of Science,Mathematical Sciences (Minor),Minor,https://catalog.uah.edu/#/programs/rkgv_WSryh?bc=true&bcCurrent=Mathematical%20Sciences%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Mathematical Sciences (MS),MS,https://catalog.uah.edu/#/programs/SkS_ZSHk2?bc=true&bcCurrent=Mathematical%20Sciences%20(MS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Education (Concentration),Concentration,https://catalog.uah.edu/#/programs/SkS_ZSHk2?bc=true&bcCurrent=Education%20(Concentration)&bcItemType=programs
College of Science,"Mathematics, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/SkS_ZSHk2?bc=true&bcCurrent=Mathematics%2C%20General%20(Concentration)&bcItemType=programs
College of Science,"Mathematics, Applied (PhD)",PhD,https://catalog.uah.edu/#/programs/SJQrObrBJ2?bc=true&bcCurrent=Mathematics%2C%20Applied%20(PhD)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Natural Disasters Impacts & Policy (Minor),Minor,https://catalog.uah.edu/#/programs/ryvdWHHy2?bc=true&bcCurrent=Natural%20Disasters%20Impacts%20%26%20Policy%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Optical Science & Engineering (PhD),PhD,https://catalog.uah.edu/#/programs/BJxBuZHHk2?bc=true&bcCurrent=Optical%20Science%20%26%20Engineering%20(PhD)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Optics (Minor),Minor,https://catalog.uah.edu/#/programs/ryGwOWHHJn?bc=true&bcCurrent=Optics%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Physics (BS),BS,https://catalog.uah.edu/#/programs/HJ8ubBSkn?bc=true&bcCurrent=Physics%20(BS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Applied Physics (Concentration),Concentration,https://catalog.uah.edu/#/programs/HJ8ubBSkn?bc=true&bcCurrent=Applied%20Physics%20(Concentration)&bcItemType=programs
College of Science,Astronomy & Astrophysics (Concentration),Concentration,https://catalog.uah.edu/#/programs/HJ8ubBSkn?bc=true&bcCurrent=Astronomy%20%26%20Astrophysics%20(Concentration)&bcItemType=programs
College of Science,"JUMP: BS PH, Physics (MS)",MS,https://catalog.uah.edu/#/programs/HJ8ubBSkn?bc=true&bcCurrent=JUMP%3A%20BS%20PH%2C%20Physics%20(MS)&bcItemType=programs
College of Science,Optics (Concentration),Concentration,https://catalog.uah.edu/#/programs/HJ8ubBSkn?bc=true&bcCurrent=Optics%20(Concentration)&bcItemType=programs
College of Science,"Physics, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/HJ8ubBSkn?bc=true&bcCurrent=Physics%2C%20General%20(Concentration)&bcItemType=programs
College of Science,Physics (Minor),Minor,https://catalog.uah.edu/#/programs/BJzPOWHSy3?bc=true&bcCurrent=Physics%20(Minor)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Physics (MS),MS,https://catalog.uah.edu/#/programs/ryeUubSH1h?bc=true&bcCurrent=Physics%20(MS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Education (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryeUubSH1h?bc=true&bcCurrent=Education%20(Concentration)&bcItemType=programs
College of Science,Optics and Photonics Technology (Concentration),Concentration,https://catalog.uah.edu/#/programs/ryeUubSH1h?bc=true&bcCurrent=Optics%20and%20Photonics%20Technology%20(Concentration)&bcItemType=programs
College of Science,"Physics, General (Concentration)",Concentration,https://catalog.uah.edu/#/programs/ryeUubSH1h?bc=true&bcCurrent=Physics%2C%20General%20(Concentration)&bcItemType=programs
College of Science,Physics (PhD),PhD,https://catalog.uah.edu/#/programs/Hkx8OWBB1h?bc=true&bcCurrent=Physics%20(PhD)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Software Engineering (Graduate Certificate),Graduate Certificate,https://catalog.uah.edu/#/programs/H1Hu-rHJ2?bc=true&bcCurrent=Software%20Engineering%20(Graduate%20Certificate)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Space Science (MS),MS,https://catalog.uah.edu/#/programs/B1Su-SS12?bc=true&bcCurrent=Space%20Science%20(MS)&bcGroup=College%20of%20Science&bcItemType=programs
College of Science,Space Science (PhD),PhD,https://catalog.uah.edu/#/programs/SJIu-Srk2?bc=true&bcCurrent=Space%20Science%20(PhD)&bcGroup=College%20of%20Science&bcItemType=programs
General College,Charger Foundations,,https://catalog.uah.edu/#/programs/H10QgLO9p?bc=true&bcCurrent=Charger%20Foundations&bcGroup=General%20College&bcItemType=programs
General College,Gulf Scholars Program (Undergraduate Certificate),Undergraduate Certificate,https://catalog.uah.edu/#/programs/ryNo4344Je?bc=true&bcCurrent=Gulf%20Scholars%20Program%20(Undergraduate%20Certificate)&bcGroup=General%20College&bcItemType=programs
General College,Interdisciplinary Cognate (Minor),Minor,https://catalog.uah.edu/#/programs/S1ewd-Srkh?bc=true&bcCurrent=Interdisciplinary%20Cognate%20(Minor)&bcGroup=General%20College&bcItemType=programs
Honors College,Honors Certificate,,https://catalog.uah.edu/#/programs/r14tVSDGn?bc=true&bcCurrent=Honors%20Certificate&bcGroup=Honors%20College&bcItemType=programs
Honors College,Honors Diploma,,https://catalog.uah.edu/#/programs/BkPdYd1bn?bc=true&bcCurrent=Honors%20Diploma&bcGroup=Honors%20College&bcItemType=programs
